SYMBOL,COMPANY_NAME,SERIES,SOURCE
GAIL.NS,GAIL (India) Limited,EQ,CACHED_NSE_ALL
GALAPREC.NS,Gala Precision Engineering Limited,EQ,CACHED_NSE_ALL
GALAXYSURF.NS,Galaxy Surfactants Limited,EQ,CACHED_NSE_ALL
GALLANTT.NS,Gallantt Ispat Limited,EQ,CACHED_NSE_ALL
GANDHAR.NS,Gandhar Oil Refinery (India) Limited,EQ,CACHED_NSE_ALL
GANDHITUBE.NS,Gandhi Special Tubes Limited,EQ,CACHED_NSE_ALL
GANECOS.NS,Ganesha Ecosphere Limited,EQ,CACHED_NSE_ALL
GANESHBE.NS,Ganesh Benzoplast Limited,EQ,CACHED_NSE_ALL
GANESHCP.NS,Ganesh Consumer Products Limited,EQ,CACHED_NSE_ALL
GANESHHOU.NS,GANESH HOUSING LIMITED,EQ,CACHED_NSE_ALL
GANGAFORGE.NS,Ganga Forging Limited,EQ,CACHED_NSE_ALL
GANGESSECU.NS,Ganges Securities Limited,EQ,CACHED_NSE_ALL
GARFIBRES.NS,Garware Technical Fibres Limited,EQ,CACHED_NSE_ALL
GARUDA.NS,Garuda Construction and Engineering Limited,EQ,CACHED_NSE_ALL
GATECH.NS,GACM Technologies Limited,EQ,CACHED_NSE_ALL
GATECHDVR.NS,GACM Technologies Limited,EQ,CACHED_NSE_ALL
GATEWAY.NS,Gateway Distriparks Limited,EQ,CACHED_NSE_ALL
GAUDIUMIVF.NS,Gaudium IVF and Women Health Limited,BE,CACHED_NSE_ALL
GAYAHWS.NS,Gayatri Highways Limited,EQ,CACHED_NSE_ALL
GAYAPROJ.NS,Gayatri Projects Limited,BE,CACHED_NSE_ALL
GCSL.NS,Gretex Corporate Services Limited,EQ,CACHED_NSE_ALL
GEECEE.NS,GeeCee Ventures Limited,EQ,CACHED_NSE_ALL
GEEKAYWIRE.NS,Geekay Wires Limited,EQ,CACHED_NSE_ALL
GEMAROMA.NS,Gem Aromatics Limited,EQ,CACHED_NSE_ALL
GENCON.NS,Generic Engineering Construction and Projects Limited,EQ,CACHED_NSE_ALL
GENESYS.NS,Genesys International Corporation Limited,EQ,CACHED_NSE_ALL
GENUSPAPER.NS,Genus Paper & Boards Limited,EQ,CACHED_NSE_ALL
GENUSPOWER.NS,Genus Power Infrastructures Limited,EQ,CACHED_NSE_ALL
GEOJITFSL.NS,Geojit Financial Services Limited,EQ,CACHED_NSE_ALL
GESHIP.NS,The Great Eastern Shipping Company Limited,EQ,CACHED_NSE_ALL
GFLLIMITED.NS,GFL Limited,EQ,CACHED_NSE_ALL
GHCL.NS,GHCL Limited,EQ,CACHED_NSE_ALL
GHCLTEXTIL.NS,GHCL Textiles Limited,EQ,CACHED_NSE_ALL
GICHSGFIN.NS,GIC Housing Finance Limited,EQ,CACHED_NSE_ALL
GICL.NS,Globe International Carriers Limited,EQ,CACHED_NSE_ALL
GICRE.NS,General Insurance Corporation of India,EQ,CACHED_NSE_ALL
GILLANDERS.NS,Gillanders Arbuthnot & Company Limited,EQ,CACHED_NSE_ALL
GILLETTE.NS,Gillette India Limited,EQ,CACHED_NSE_ALL
GINNIFILA.NS,Ginni Filaments Limited,EQ,CACHED_NSE_ALL
GIPCL.NS,Gujarat Industries Power Company Limited,EQ,CACHED_NSE_ALL
GKENERGY.NS,GK Energy Limited,EQ,CACHED_NSE_ALL
GKSL.NS,Gujarat Kidney And Super Speciality Limited,EQ,CACHED_NSE_ALL
GKWLIMITED.NS,GKW Limited,EQ,CACHED_NSE_ALL
GLAND.NS,Gland Pharma Limited,EQ,CACHED_NSE_ALL
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,EQ,CACHED_NSE_ALL
GLENMARK.NS,Glenmark Pharmaceuticals Limited,EQ,CACHED_NSE_ALL
GLFL.NS,Gujarat Lease Financing Limited,BE,CACHED_NSE_ALL
GLOBAL.NS,Global Education Limited,EQ,CACHED_NSE_ALL
GLOBALE.NS,Globale Tessile Limited,BE,CACHED_NSE_ALL
GLOBALVECT.NS,Global Vectra Helicorp Limited,EQ,CACHED_NSE_ALL
GLOBE.NS,GLOBE ENTERPRISES (INDIA) LIMITED,EQ,CACHED_NSE_ALL
GLOBECIVIL.NS,Globe Civil Projects Limited,BE,CACHED_NSE_ALL
GLOBUSSPR.NS,Globus Spirits Limited,EQ,CACHED_NSE_ALL
GLOSTERLTD.NS,Gloster Limited,EQ,CACHED_NSE_ALL
GLOTTIS.NS,Glottis Limited,BE,CACHED_NSE_ALL
GMBREW.NS,GM Breweries Limited,EQ,CACHED_NSE_ALL
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,EQ,CACHED_NSE_ALL
GMMPFAUDLR.NS,GMM Pfaudler Limited,EQ,CACHED_NSE_ALL
GMRAIRPORT.NS,GMR AIRPORTS LIMITED,EQ,CACHED_NSE_ALL
GMRP-UI.NS,GMR Power and Urban Infra Limited,EQ,CACHED_NSE_ALL
GNA.NS,GNA Axles Limited,EQ,CACHED_NSE_ALL
GNFC.NS,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,CACHED_NSE_ALL
GNRL.NS,Gujarat Natural Resources Limited,EQ,CACHED_NSE_ALL
GOACARBON.NS,Goa Carbon Limited,EQ,CACHED_NSE_ALL
GOCLCORP.NS,GOCL Corporation Limited,EQ,CACHED_NSE_ALL
GOCOLORS.NS,Go Fashion (India) Limited,EQ,CACHED_NSE_ALL
GODAVARIB.NS,Godavari Biorefineries Limited,EQ,CACHED_NSE_ALL
GODFRYPHLP.NS,Godfrey Phillips India Limited,EQ,CACHED_NSE_ALL
GODIGIT.NS,Go Digit General Insurance Limited,EQ,CACHED_NSE_ALL
GODREJAGRO.NS,Godrej Agrovet Limited,EQ,CACHED_NSE_ALL
GODREJCP.NS,Godrej Consumer Products Limited,EQ,CACHED_NSE_ALL
GODREJIND.NS,Godrej Industries Limited,EQ,CACHED_NSE_ALL
GODREJPROP.NS,Godrej Properties Limited,EQ,CACHED_NSE_ALL
GOKEX.NS,Gokaldas Exports Limited,EQ,CACHED_NSE_ALL
GOKUL.NS,Gokul Refoils and Solvent Limited,EQ,CACHED_NSE_ALL
GOKULAGRO.NS,Gokul Agro Resources Limited,EQ,CACHED_NSE_ALL
GOODLUCK.NS,Goodluck India Limited,EQ,CACHED_NSE_ALL
GOODYEAR.NS,Goodyear India Limited,EQ,CACHED_NSE_ALL
GOPAL.NS,Gopal Snacks Limited,EQ,CACHED_NSE_ALL
GOYALALUM.NS,Goyal Aluminiums Limited,EQ,CACHED_NSE_ALL
GPIL.NS,Godawari Power And Ispat limited,EQ,CACHED_NSE_ALL
GPPL.NS,Gujarat Pipavav Port Limited,EQ,CACHED_NSE_ALL
GPTHEALTH.NS,GPT Healthcare Limited,EQ,CACHED_NSE_ALL
GPTINFRA.NS,GPT Infraprojects Limited,EQ,CACHED_NSE_ALL
GRADIENTE.NS,Gradiente Infotainment Limited,EQ,CACHED_NSE_ALL
GRANDOAK.NS,Grand Oak Canyons Distillery Limited,EQ,CACHED_NSE_ALL
GRANULES.NS,Granules India Limited,EQ,CACHED_NSE_ALL
GRAPHITE.NS,Graphite India Limited,EQ,CACHED_NSE_ALL
GRASIM.NS,Grasim Industries Limited,EQ,CACHED_NSE_ALL
GRAUWEIL.NS,Grauer & Weil India Limited,EQ,CACHED_NSE_ALL
GRAVISSHO.NS,Graviss Hospitality Limited,EQ,CACHED_NSE_ALL
GRAVITA.NS,Gravita India Limited,EQ,CACHED_NSE_ALL
GREAVESCOT.NS,Greaves Cotton Limited,EQ,CACHED_NSE_ALL
GREENLAM.NS,Greenlam Industries Limited,EQ,CACHED_NSE_ALL
GREENPANEL.NS,Greenpanel Industries Limited,EQ,CACHED_NSE_ALL
GREENPLY.NS,Greenply Industries Limited,EQ,CACHED_NSE_ALL
GREENPOWER.NS,Orient Green Power Company Limited,EQ,CACHED_NSE_ALL
GRINDWELL.NS,Grindwell Norton Limited,EQ,CACHED_NSE_ALL
GRINFRA.NS,G R Infraprojects Limited,EQ,CACHED_NSE_ALL
GRMOVER.NS,GRM Overseas Limited,EQ,CACHED_NSE_ALL
GROBTEA.NS,The Grob Tea Company Limited,EQ,CACHED_NSE_ALL
GROWW.NS,Billionbrains Garage Ventures Limited,EQ,CACHED_NSE_ALL
GRPLTD.NS,GRP Limited,EQ,CACHED_NSE_ALL
GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,EQ,CACHED_NSE_ALL
GRWRHITECH.NS,Garware Hi-Tech Films Limited,EQ,CACHED_NSE_ALL
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,EQ,CACHED_NSE_ALL
GSLSU.NS,Global Surfaces Limited,EQ,CACHED_NSE_ALL
GSPCROP.NS,GSP Crop Science Limited,EQ,CACHED_NSE_ALL
GSS.NS,GSS Infotech Limited,BE,CACHED_NSE_ALL
GTECJAINX.NS,G-TEC JAINX EDUCATION LIMITED,BE,CACHED_NSE_ALL
GTL.NS,GTL Limited,EQ,CACHED_NSE_ALL
GTLINFRA.NS,GTL Infrastructure Limited,EQ,CACHED_NSE_ALL
GTPL.NS,GTPL Hathway Limited,EQ,CACHED_NSE_ALL
GUFICBIO.NS,Gufic Biosciences Limited,EQ,CACHED_NSE_ALL
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,EQ,CACHED_NSE_ALL
GUJAPOLLO.NS,Gujarat Apollo Industries Limited,EQ,CACHED_NSE_ALL
GUJGASLTD.NS,Gujarat Gas Limited,EQ,CACHED_NSE_ALL
GUJRAFFIA.NS,Gujarat Raffia Industries Limited,EQ,CACHED_NSE_ALL
GUJTHEM.NS,Gujarat Themis Biosyn Limited,EQ,CACHED_NSE_ALL
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,EQ,CACHED_NSE_ALL
GULFPETRO.NS,GP Petroleums Limited,BE,CACHED_NSE_ALL
GULPOLY.NS,Gulshan Polyols Limited,EQ,CACHED_NSE_ALL
GVKPIL.NS,GVK Power & Infrastructure Limited,BE,CACHED_NSE_ALL
GVPIL.NS,GE Power India Limited,EQ,CACHED_NSE_ALL
GVPTECH.NS,GVP Infotech Limited,EQ,CACHED_NSE_ALL
GVT-D.NS,GE Vernova T&D India Limited,EQ,CACHED_NSE_ALL
HAL.NS,Hindustan Aeronautics Limited,EQ,CACHED_NSE_ALL
HALDER.NS,Halder Venture Limited,EQ,CACHED_NSE_ALL
HALDYNGL.NS,Haldyn Glass Limited,BE,CACHED_NSE_ALL
HALEOSLABS.NS,HALEOS LABS LIMITED,EQ,CACHED_NSE_ALL
HAPPSTMNDS.NS,Happiest Minds Technologies Limited,EQ,CACHED_NSE_ALL
HAPPYFORGE.NS,Happy Forgings Limited,EQ,CACHED_NSE_ALL
HARDWYN.NS,Hardwyn India Limited,EQ,CACHED_NSE_ALL
HARIOMPIPE.NS,Hariom Pipe Industries Limited,EQ,CACHED_NSE_ALL
HARRMALAYA.NS,Harrisons  Malayalam Limited,EQ,CACHED_NSE_ALL
HARSHA.NS,Harsha Engineers International Limited,EQ,CACHED_NSE_ALL
HATHWAY.NS,Hathway Cable & Datacom Limited,EQ,CACHED_NSE_ALL
HATSUN.NS,Hatsun Agro Product Limited,EQ,CACHED_NSE_ALL
HAVELLS.NS,Havells India Limited,EQ,CACHED_NSE_ALL
HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited,EQ,CACHED_NSE_ALL
HAWKINCOOK.NS,Hawkins Cookers Limited,EQ,CACHED_NSE_ALL
HBESD.NS,HB Estate Developers Limited,EQ,CACHED_NSE_ALL
HBLENGINE.NS,HBL Engineering Limited,EQ,CACHED_NSE_ALL
HBSL.NS,HB Stockholdings Limited,BE,CACHED_NSE_ALL
HCC.NS,Hindustan Construction Company Limited,EQ,CACHED_NSE_ALL
HCG.NS,Healthcare Global Enterprises Limited,EQ,CACHED_NSE_ALL
HCL-INSYS.NS,HCL Infosystems Limited,EQ,CACHED_NSE_ALL
HCLTECH.NS,HCL Technologies Limited,EQ,CACHED_NSE_ALL
HDBFS.NS,HDB Financial Services Limited,EQ,CACHED_NSE_ALL
HDFCAMC.NS,HDFC Asset Management Company Limited,EQ,CACHED_NSE_ALL
HDFCBANK.NS,HDFC Bank Limited,EQ,CACHED_NSE_ALL
HDFCLIFE.NS,HDFC Life Insurance Company Limited,EQ,CACHED_NSE_ALL
HDIL.NS,Housing Development and Infrastructure Limited,BZ,CACHED_NSE_ALL
HEADSUP.NS,Heads UP Ventures Limited,EQ,CACHED_NSE_ALL
HEALTHX.NS,Health X Platform Limited,EQ,CACHED_NSE_ALL
HECPROJECT.NS,HEC Infra Projects Limited,EQ,CACHED_NSE_ALL
HEG.NS,HEG Limited,EQ,CACHED_NSE_ALL
HEIDELBERG.NS,HeidelbergCement India Limited,EQ,CACHED_NSE_ALL
HEMIPROP.NS,Hemisphere Properties India Limited,EQ,CACHED_NSE_ALL
HERANBA.NS,Heranba Industries Limited,EQ,CACHED_NSE_ALL
HERITGFOOD.NS,Heritage Foods Limited,EQ,CACHED_NSE_ALL
HEROMOTOCO.NS,Hero MotoCorp Limited,EQ,CACHED_NSE_ALL
HESTERBIO.NS,Hester Biosciences Limited,EQ,CACHED_NSE_ALL
HEXAGON.NS,Hexagon Nutrition Limited,BE,CACHED_NSE_ALL
HEXATRADEX.NS,Hexa Tradex Limited,EQ,CACHED_NSE_ALL
HEXT.NS,Hexaware Technologies Limited,EQ,CACHED_NSE_ALL
HFCL.NS,HFCL Limited,EQ,CACHED_NSE_ALL
HGINFRA.NS,H.G. Infra Engineering Limited,EQ,CACHED_NSE_ALL
HGM.NS,HandsOn Global Management (HGM) Limited,EQ,CACHED_NSE_ALL
HGS.NS,Hinduja Global Solutions Limited,EQ,CACHED_NSE_ALL
HIKAL.NS,Hikal Limited,EQ,CACHED_NSE_ALL
HILINFRA.NS,Highway Infrastructure Limited,BE,CACHED_NSE_ALL
HILTON.NS,Hilton Metal Forging Limited,BE,CACHED_NSE_ALL
HIMATSEIDE.NS,Himatsingka Seide Limited,EQ,CACHED_NSE_ALL
HINDALCO.NS,Hindalco Industries Limited,EQ,CACHED_NSE_ALL
HINDCOMPOS.NS,Hindustan Composites Limited,EQ,CACHED_NSE_ALL
HINDCON.NS,Hindcon Chemicals Limited,BE,CACHED_NSE_ALL
HINDCOPPER.NS,Hindustan Copper Limited,EQ,CACHED_NSE_ALL
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,EQ,CACHED_NSE_ALL
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,EQ,CACHED_NSE_ALL
HINDUNILVR.NS,Hindustan Unilever Limited,EQ,CACHED_NSE_ALL
HINDWAREAP.NS,Hindware Home Innovation Limited,EQ,CACHED_NSE_ALL
HINDZINC.NS,Hindustan Zinc Limited,EQ,CACHED_NSE_ALL
HIRECT.NS,Hind Rectifiers Limited,EQ,CACHED_NSE_ALL
HISARMETAL.NS,Hisar Metal Industries Limited,EQ,CACHED_NSE_ALL
HITECH.NS,Hi-Tech Pipes Limited,EQ,CACHED_NSE_ALL
HITECHCORP.NS,Hitech Corporation Limited,BE,CACHED_NSE_ALL
HITECHGEAR.NS,The Hi-Tech Gears Limited,BE,CACHED_NSE_ALL
HLEGLAS.NS,HLE Glascoat Limited,EQ,CACHED_NSE_ALL
HLVLTD.NS,HLV LIMITED,EQ,CACHED_NSE_ALL
HMAAGRO.NS,HMA Agro Industries Limited,EQ,CACHED_NSE_ALL
HMT.NS,HMT Limited,BZ,CACHED_NSE_ALL
HMVL.NS,Hindustan Media Ventures Limited,EQ,CACHED_NSE_ALL
HNDFDS.NS,Hindustan Foods Limited,EQ,CACHED_NSE_ALL
HOMEFIRST.NS,Home First Finance Company India Limited,EQ,CACHED_NSE_ALL
HONASA.NS,Honasa Consumer Limited,EQ,CACHED_NSE_ALL
HONAUT.NS,Honeywell Automation India Limited,EQ,CACHED_NSE_ALL
HONDAPOWER.NS,Honda India Power Products Limited,EQ,CACHED_NSE_ALL
HPAL.NS,HP Adhesives Limited,EQ,CACHED_NSE_ALL
HPIL.NS,Hindprakash Industries Limited,EQ,CACHED_NSE_ALL
HPL.NS,HPL Electric & Power Limited,EQ,CACHED_NSE_ALL
HSCL.NS,Himadri Speciality Chemical Limited,EQ,CACHED_NSE_ALL
HTMEDIA.NS,HT Media Limited,EQ,CACHED_NSE_ALL
HUBTOWN.NS,Hubtown Limited,EQ,CACHED_NSE_ALL
HUDCO.NS,Housing & Urban Development Corporation Limited,EQ,CACHED_NSE_ALL
HUHTAMAKI.NS,Huhtamaki India Limited,EQ,CACHED_NSE_ALL
HYBRIDFIN.NS,Hybrid Financial Services Limited,BE,CACHED_NSE_ALL
HYUNDAI.NS,Hyundai Motor India Limited,EQ,CACHED_NSE_ALL
IBULLSLTD.NS,Indiabulls Limited,BE,CACHED_NSE_ALL
ICDSLTD.NS,ICDS Limited,EQ,CACHED_NSE_ALL
ICEMAKE.NS,Ice Make Refrigeration Limited,EQ,CACHED_NSE_ALL
ICICIAMC.NS,ICICI Prudential Asset Management Company Limited,EQ,CACHED_NSE_ALL
ICICIBANK.NS,ICICI Bank Limited,EQ,CACHED_NSE_ALL
ICICIGI.NS,ICICI Lombard General Insurance Company Limited,EQ,CACHED_NSE_ALL
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,EQ,CACHED_NSE_ALL
ICIL.NS,Indo Count Industries Limited,EQ,CACHED_NSE_ALL
ICRA.NS,ICRA Limited,EQ,CACHED_NSE_ALL
IDBI.NS,IDBI Bank Limited,EQ,CACHED_NSE_ALL
IDEA.NS,Vodafone Idea Limited,EQ,CACHED_NSE_ALL
IDEAFORGE.NS,Ideaforge Technology Limited,BE,CACHED_NSE_ALL
IDFCFIRSTB.NS,IDFC First Bank Limited,EQ,CACHED_NSE_ALL
IEX.NS,Indian Energy Exchange Limited,EQ,CACHED_NSE_ALL
IFBAGRO.NS,IFB Agro Industries Limited,BE,CACHED_NSE_ALL
IFBIND.NS,IFB Industries Limited,EQ,CACHED_NSE_ALL
IFCI.NS,IFCI Limited,EQ,CACHED_NSE_ALL
IFGLEXPOR.NS,IFGL Refractories Limited,EQ,CACHED_NSE_ALL
IGARASHI.NS,Igarashi Motors India Limited,EQ,CACHED_NSE_ALL
IGCL.NS,Indogulf Cropsciences Limited,EQ,CACHED_NSE_ALL
IGIL.NS,International Gemological Institute Limited,EQ,CACHED_NSE_ALL
IGL.NS,Indraprastha Gas Limited,EQ,CACHED_NSE_ALL
IGPL.NS,IG Petrochemicals Limited,EQ,CACHED_NSE_ALL
IIFL.NS,IIFL Finance Limited,EQ,CACHED_NSE_ALL
IIFLCAPS.NS,IIFL Capital Services Limited,EQ,CACHED_NSE_ALL
IITL.NS,Industrial Investment Trust Limited,EQ,CACHED_NSE_ALL
IKIO.NS,IKIO Technologies Limited,EQ,CACHED_NSE_ALL
IKS.NS,Inventurus Knowledge Solutions Limited,EQ,CACHED_NSE_ALL
IL-FSENGG.NS,IL&FS Engineering and Construction Company Limited,BZ,CACHED_NSE_ALL
IL-FSTRANS.NS,IL&FS Transportation Networks Limited,BZ,CACHED_NSE_ALL
IMAGICAA.NS,Imagicaaworld Entertainment Limited,EQ,CACHED_NSE_ALL
IMFA.NS,Indian Metals & Ferro Alloys Limited,EQ,CACHED_NSE_ALL
IMPAL.NS,India Motor Parts and Accessories Limited,EQ,CACHED_NSE_ALL
INA.NS,Insolation Energy Limited,EQ,CACHED_NSE_ALL
INCREDIBLE.NS,INCREDIBLE INDUSTRIES LIMITED,EQ,CACHED_NSE_ALL
INDBANK.NS,Indbank Merchant Banking Services Limited,EQ,CACHED_NSE_ALL
INDGN.NS,Indegene Limited,EQ,CACHED_NSE_ALL
INDHOTEL.NS,The Indian Hotels Company Limited,EQ,CACHED_NSE_ALL
INDIACEM.NS,The India Cements Limited,EQ,CACHED_NSE_ALL
INDIAGLYCO.NS,India Glycols Limited,EQ,CACHED_NSE_ALL
INDIAMART.NS,Indiamart Intermesh Limited,EQ,CACHED_NSE_ALL
INDIANB.NS,Indian Bank,EQ,CACHED_NSE_ALL
INDIANCARD.NS,Indian Card Clothing Company Limited,EQ,CACHED_NSE_ALL
INDIANHUME.NS,Indian Hume Pipe Company Limited,EQ,CACHED_NSE_ALL
INDIASHLTR.NS,India Shelter Finance Corporation Limited,EQ,CACHED_NSE_ALL
INDIGO.NS,InterGlobe Aviation Limited,EQ,CACHED_NSE_ALL
INDIGOPNTS.NS,Indigo Paints Limited,EQ,CACHED_NSE_ALL
INDIQUBE.NS,Indiqube Spaces Limited,EQ,CACHED_NSE_ALL
INDNIPPON.NS,India Nippon Electricals Limited,EQ,CACHED_NSE_ALL
INDOAMIN.NS,Indo Amines Limited,EQ,CACHED_NSE_ALL
INDOBORAX.NS,Indo Borax & Chemicals Limited,EQ,CACHED_NSE_ALL
INDOCO.NS,Indoco Remedies Limited,EQ,CACHED_NSE_ALL
INDOFARM.NS,Indo Farm Equipment Limited,EQ,CACHED_NSE_ALL
INDORAMA.NS,Indo Rama Synthetics (India) Limited,EQ,CACHED_NSE_ALL
INDOSTAR.NS,IndoStar Capital Finance Limited,EQ,CACHED_NSE_ALL
INDOTECH.NS,Indo Tech Transformers Limited,BE,CACHED_NSE_ALL
INDOTHAI.NS,Indo Thai Securities Limited,EQ,CACHED_NSE_ALL
INDOUS.NS,Indo Us Biotech Limited,EQ,CACHED_NSE_ALL
INDOWIND.NS,Indowind Energy Limited,BE,CACHED_NSE_ALL
INDPRUD.NS,Industrial & Prudential Investment Company Limited,EQ,CACHED_NSE_ALL
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,EQ,CACHED_NSE_ALL
INDSWFTLAB.NS,Ind-Swift Laboratories Limited,EQ,CACHED_NSE_ALL
INDTERRAIN.NS,Indian Terrain Fashions Limited,EQ,CACHED_NSE_ALL
INDUSINDBK.NS,IndusInd Bank Limited,EQ,CACHED_NSE_ALL
INDUSTOWER.NS,Indus Towers Limited,EQ,CACHED_NSE_ALL
INFOBEAN.NS,InfoBeans Technologies Limited,EQ,CACHED_NSE_ALL
INFOMEDIA.NS,Infomedia Press Limited,EQ,CACHED_NSE_ALL
INFY.NS,Infosys Limited,EQ,CACHED_NSE_ALL
INGERRAND.NS,Ingersoll Rand (India) Limited,EQ,CACHED_NSE_ALL
INNOVACAP.NS,Innova Captab Limited,EQ,CACHED_NSE_ALL
INNOVANA.NS,Innovana Thinklabs Limited,EQ,CACHED_NSE_ALL
INNOVISION.NS,Innovision Limited,EQ,CACHED_NSE_ALL
INOXGREEN.NS,Inox Green Energy Services Limited,EQ,CACHED_NSE_ALL
INOXINDIA.NS,INOX India Limited,EQ,CACHED_NSE_ALL
INOXWIND.NS,Inox Wind Limited,EQ,CACHED_NSE_ALL
INSECTICID.NS,Insecticides (India) Limited,EQ,CACHED_NSE_ALL
INSPIRISYS.NS,Inspirisys Solutions Limited,BE,CACHED_NSE_ALL
INTELLECT.NS,Intellect Design Arena Limited,EQ,CACHED_NSE_ALL
INTENTECH.NS,Intense Technologies Limited,EQ,CACHED_NSE_ALL
INTERARCH.NS,Interarch Building Solutions Limited,EQ,CACHED_NSE_ALL
INTLCONV.NS,International Conveyors Limited,EQ,CACHED_NSE_ALL
INVENTURE.NS,Inventure Growth & Securities Limited,EQ,CACHED_NSE_ALL
INVPRECQ.NS,Investment & Precision Castings Limited,EQ,CACHED_NSE_ALL
IOB.NS,Indian Overseas Bank,EQ,CACHED_NSE_ALL
IOC.NS,Indian Oil Corporation Limited,EQ,CACHED_NSE_ALL
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,EQ,CACHED_NSE_ALL
IONEXCHANG.NS,ION Exchange (India) Limited,EQ,CACHED_NSE_ALL
IPCALAB.NS,IPCA Laboratories Limited,EQ,CACHED_NSE_ALL
IPL.NS,India Pesticides Limited,EQ,CACHED_NSE_ALL
IRB.NS,IRB Infrastructure Developers Limited,EQ,CACHED_NSE_ALL
IRCON.NS,Ircon International Limited,EQ,CACHED_NSE_ALL
IRCTC.NS,Indian Railway Catering And Tourism Corporation Limited,EQ,CACHED_NSE_ALL
IREDA.NS,Indian Renewable Energy Development Agency Limited,EQ,CACHED_NSE_ALL
IRFC.NS,Indian Railway Finance Corporation Limited,EQ,CACHED_NSE_ALL
IRIS.NS,IRIS RegTech Solutions Limited,EQ,CACHED_NSE_ALL
IRISDOREME.NS,Iris Clothings Limited,EQ,CACHED_NSE_ALL
IRMENERGY.NS,IRM Energy Limited,EQ,CACHED_NSE_ALL
ISFT.NS,Intrasoft Technologies Limited,EQ,CACHED_NSE_ALL
ISGEC.NS,Isgec Heavy Engineering Limited,EQ,CACHED_NSE_ALL
ISHANCH.NS,Ishan Dyes and Chemicals Limited,EQ,CACHED_NSE_ALL
ITC.NS,ITC Limited,EQ,CACHED_NSE_ALL
ITCHOTELS.NS,ITC Hotels Limited,EQ,CACHED_NSE_ALL
ITDC.NS,India Tourism Development Corporation Limited,EQ,CACHED_NSE_ALL
ITI.NS,ITI Limited,EQ,CACHED_NSE_ALL
IVALUE.NS,Ivalue Infosolutions Limited,EQ,CACHED_NSE_ALL
IVC.NS,IL&FS Investment Managers Limited,EQ,CACHED_NSE_ALL
IVP.NS,IVP Limited,EQ,CACHED_NSE_ALL
IWP.NS,The Indian Wood Products Company Limited,EQ,CACHED_NSE_ALL
IXIGO.NS,Le Travenues Technology Limited,EQ,CACHED_NSE_ALL
IZMO.NS,IZMO Limited,EQ,CACHED_NSE_ALL
J-KBANK.NS,The Jammu & Kashmir Bank Limited,EQ,CACHED_NSE_ALL
JAGRAN.NS,Jagran Prakashan Limited,EQ,CACHED_NSE_ALL
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,EQ,CACHED_NSE_ALL
JAIBALAJI.NS,Jai Balaji Industries Limited,BE,CACHED_NSE_ALL
JAICORPLTD.NS,Jai Corp Limited,EQ,CACHED_NSE_ALL
JAINREC.NS,Jain Resource Recycling Limited,EQ,CACHED_NSE_ALL
JAIPURKURT.NS,Nandani Creation Limited,EQ,CACHED_NSE_ALL
JAMNAAUTO.NS,Jamna Auto Industries Limited,EQ,CACHED_NSE_ALL
JARO.NS,Jaro Institute of Technology Management and Research Limited,EQ,CACHED_NSE_ALL
JASH.NS,Jash Engineering Limited,EQ,CACHED_NSE_ALL
JAYAGROGN.NS,Jayant Agro Organics Limited,EQ,CACHED_NSE_ALL
JAYBARMARU.NS,Jay Bharat Maruti Limited,EQ,CACHED_NSE_ALL
JAYKAY.NS,Jaykay Enterprises Limited,EQ,CACHED_NSE_ALL
JAYNECOIND.NS,Jayaswal Neco Industries Limited,EQ,CACHED_NSE_ALL
JAYSREETEA.NS,Jayshree Tea & Industries Limited,EQ,CACHED_NSE_ALL
JBCHEPHARM.NS,JB Chemicals & Pharmaceuticals Limited,EQ,CACHED_NSE_ALL
JBMA.NS,JBM Auto Limited,EQ,CACHED_NSE_ALL
JGCHEM.NS,J.G.Chemicals Limited,EQ,CACHED_NSE_ALL
JHS.NS,JHS Svendgaard Laboratories Limited,EQ,CACHED_NSE_ALL
JINDALPHOT.NS,Jindal Photo Limited,EQ,CACHED_NSE_ALL
JINDALPOLY.NS,Jindal Poly Films Limited,EQ,CACHED_NSE_ALL
JINDALSAW.NS,Jindal Saw Limited,EQ,CACHED_NSE_ALL
JINDALSTEL.NS,JINDAL STEEL LIMITED,EQ,CACHED_NSE_ALL
JINDRILL.NS,Jindal Drilling And Industries Limited,EQ,CACHED_NSE_ALL
JINDWORLD.NS,Jindal Worldwide Limited,EQ,CACHED_NSE_ALL
JIOFIN.NS,Jio Financial Services Limited,EQ,CACHED_NSE_ALL
JISLDVREQS.NS,Jain Irrigation Systems Limited,EQ,CACHED_NSE_ALL
